epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,845.221,1.3305,1.33439,1.71417,0.54157,0.76693,0.74299,0.44495,1.48198,1.14932,1.84481,0.0004456,0.0004456,0.0004456
86,855.238,1.34242,1.32362,1.72038,0.69957,0.83607,0.79513,0.43103,1.47384,1.15221,1.83203,0.000439,0.000439,0.000439
87,865.463,1.34168,1.31449,1.71798,0.85039,0.64305,0.75602,0.42863,1.54593,1.08544,1.91333,0.0004324,0.0004324,0.0004324
88,875.509,1.33163,1.32657,1.70426,0.59572,0.77356,0.77434,0.45761,1.53554,1.07446,1.9065,0.0004258,0.0004258,0.0004258
89,885.527,1.3387,1.35293,1.71752,0.53918,0.7623,0.72579,0.42768,1.48311,1.10276,1.83329,0.0004192,0.0004192,0.0004192
90,895.359,1.33018,1.32864,1.70968,0.60551,0.74075,0.75405,0.4532,1.47163,1.05172,1.87637,0.0004126,0.0004126,0.0004126
91,905.784,1.31971,1.31453,1.70781,0.51439,0.82949,0.71437,0.44507,1.51005,1.10263,1.89901,0.000406,0.000406,0.000406
92,915.726,1.33004,1.32139,1.71653,0.55726,0.80165,0.74086,0.43874,1.51391,1.05273,1.91517,0.0003994,0.0003994,0.0003994
93,925.47,1.32034,1.31065,1.70516,0.66191,0.72973,0.76825,0.48715,1.44778,1.03982,1.84459,0.0003928,0.0003928,0.0003928
94,935.499,1.32363,1.31126,1.71528,0.74215,0.74878,0.79759,0.47027,1.39538,1.09719,1.7416,0.0003862,0.0003862,0.0003862
95,945.571,1.32861,1.30815,1.70385,0.7083,0.72227,0.793,0.4831,1.4555,1.06698,1.8259,0.0003796,0.0003796,0.0003796
96,955.21,1.31683,1.29498,1.69894,0.5663,0.75572,0.73205,0.43735,1.51142,1.0727,1.89769,0.000373,0.000373,0.000373
97,965.236,1.31565,1.3098,1.70976,0.71404,0.77896,0.79633,0.47104,1.4944,1.05053,1.89537,0.0003664,0.0003664,0.0003664
98,974.991,1.31237,1.29565,1.68982,0.60933,0.74378,0.75133,0.46228,1.52831,1.05102,1.91323,0.0003598,0.0003598,0.0003598
99,985.138,1.3254,1.29318,1.69967,0.66564,0.79934,0.7795,0.47351,1.44142,1.08493,1.79995,0.0003532,0.0003532,0.0003532
100,994.92,1.30081,1.29131,1.69684,0.60199,0.76915,0.75805,0.4662,1.46793,1.04817,1.84949,0.0003466,0.0003466,0.0003466
101,1005.02,1.29347,1.27065,1.68185,0.67514,0.69044,0.74206,0.45922,1.44605,1.08957,1.82467,0.00034,0.00034,0.00034
102,1015.27,1.31849,1.30031,1.70146,0.64089,0.74739,0.73827,0.43261,1.51067,1.11191,1.87421,0.0003334,0.0003334,0.0003334
103,1025,1.30099,1.2873,1.69301,0.58298,0.75933,0.7666,0.45599,1.46426,1.09826,1.81409,0.0003268,0.0003268,0.0003268
104,1035.1,1.28541,1.24184,1.67032,0.62563,0.7518,0.73016,0.44633,1.50018,1.05322,1.87861,0.0003202,0.0003202,0.0003202
105,1045.14,1.29299,1.25653,1.67426,0.72499,0.67045,0.77593,0.49767,1.49324,1.07462,1.84755,0.0003136,0.0003136,0.0003136
106,1054.96,1.30324,1.28965,1.69063,0.72299,0.7282,0.77501,0.49515,1.39601,1.07007,1.7673,0.000307,0.000307,0.000307
107,1065.02,1.29205,1.25414,1.67785,0.76,0.73777,0.80407,0.48605,1.43201,1.05492,1.79567,0.0003004,0.0003004,0.0003004
108,1075.15,1.2852,1.26358,1.68235,0.79826,0.69413,0.79253,0.49058,1.44117,1.07835,1.80277,0.0002938,0.0002938,0.0002938
109,1084.93,1.28877,1.25308,1.66941,0.69683,0.72373,0.77381,0.49145,1.47744,1.02886,1.88432,0.0002872,0.0002872,0.0002872
110,1095.01,1.26882,1.22879,1.65711,0.63654,0.7611,0.74348,0.47306,1.44777,1.07149,1.85017,0.0002806,0.0002806,0.0002806
111,1105.19,1.27713,1.23576,1.66761,0.74236,0.72847,0.76066,0.47996,1.43707,1.07855,1.82458,0.000274,0.000274,0.000274
112,1115.32,1.28123,1.23845,1.66398,0.66635,0.72229,0.75649,0.48054,1.45619,1.07013,1.82413,0.0002674,0.0002674,0.0002674
113,1125.31,1.27849,1.23637,1.67054,0.65163,0.76798,0.75063,0.45173,1.4894,1.05442,1.8558,0.0002608,0.0002608,0.0002608
114,1135.62,1.27653,1.24092,1.66503,0.62607,0.69437,0.70144,0.40103,1.5414,1.09866,1.92059,0.0002542,0.0002542,0.0002542
115,1145.54,1.26798,1.24902,1.6756,0.68253,0.74081,0.76433,0.44157,1.51742,1.08224,1.91692,0.0002476,0.0002476,0.0002476
116,1155.89,1.28572,1.23726,1.66624,0.69814,0.74081,0.73979,0.44376,1.52185,1.06889,1.92095,0.000241,0.000241,0.000241
117,1166.28,1.2651,1.21678,1.65771,0.61388,0.77202,0.7262,0.41166,1.55346,1.11731,1.90068,0.0002344,0.0002344,0.0002344
118,1176.53,1.26302,1.21799,1.64633,0.60957,0.79596,0.75465,0.45856,1.49851,1.04456,1.86689,0.0002278,0.0002278,0.0002278
119,1186.82,1.2814,1.24192,1.66664,0.63524,0.74433,0.76316,0.44941,1.51046,1.10171,1.88521,0.0002212,0.0002212,0.0002212
120,1196.81,1.25768,1.22483,1.66166,0.57484,0.78545,0.74052,0.4594,1.45925,1.08022,1.85026,0.0002146,0.0002146,0.0002146
121,1207.06,1.26109,1.21299,1.65316,0.88807,0.64998,0.76151,0.45218,1.52043,1.0789,1.88714,0.000208,0.000208,0.000208
122,1217.1,1.25445,1.21075,1.6451,0.62029,0.74378,0.73176,0.44481,1.47651,1.13742,1.86544,0.0002014,0.0002014,0.0002014
123,1227.03,1.2479,1.21435,1.63845,0.83787,0.68024,0.74272,0.42476,1.51648,1.08514,1.86352,0.0001948,0.0001948,0.0001948
124,1237.34,1.25219,1.18136,1.63949,0.89676,0.66298,0.76334,0.45993,1.52059,1.04466,1.88057,0.0001882,0.0001882,0.0001882
125,1247.46,1.25565,1.20695,1.65085,0.8727,0.63887,0.75235,0.44973,1.59423,1.09151,1.93604,0.0001816,0.0001816,0.0001816
126,1257.71,1.24655,1.20976,1.64453,0.70228,0.68402,0.75549,0.46225,1.50488,1.10601,1.84621,0.000175,0.000175,0.000175
127,1267.72,1.24814,1.203,1.65261,0.75178,0.68253,0.74423,0.43353,1.55345,1.09441,1.89993,0.0001684,0.0001684,0.0001684
128,1277.63,1.25531,1.21538,1.64477,0.7024,0.6649,0.75136,0.43714,1.54988,1.10706,1.88419,0.0001618,0.0001618,0.0001618
129,1287.77,1.24533,1.1834,1.64288,0.66451,0.78436,0.76708,0.43489,1.54667,1.0859,1.89812,0.0001552,0.0001552,0.0001552
130,1297.64,1.23292,1.17879,1.6343,0.72519,0.74063,0.77047,0.46598,1.51939,1.08022,1.89464,0.0001486,0.0001486,0.0001486
131,1307.87,1.26567,1.20715,1.66207,0.77665,0.72673,0.78083,0.44654,1.55798,1.04643,1.89295,0.000142,0.000142,0.000142
132,1318.06,1.23358,1.18985,1.6405,0.72326,0.75212,0.77382,0.45732,1.55222,1.06409,1.9054,0.0001354,0.0001354,0.0001354
133,1327.76,1.24961,1.18531,1.65511,0.78881,0.74818,0.79407,0.48528,1.51453,1.05131,1.85106,0.0001288,0.0001288,0.0001288
134,1337.93,1.23383,1.17642,1.6284,0.68293,0.72603,0.7862,0.47006,1.52646,1.06429,1.88205,0.0001222,0.0001222,0.0001222
135,1348.04,1.2231,1.17097,1.6272,0.68388,0.73226,0.78644,0.46309,1.5484,1.04374,1.90952,0.0001156,0.0001156,0.0001156
136,1358.07,1.24426,1.19257,1.64237,0.71128,0.73966,0.76901,0.44636,1.52415,1.05965,1.8673,0.000109,0.000109,0.000109
137,1368.17,1.22827,1.15919,1.62603,0.7016,0.74682,0.77273,0.46613,1.48635,1.04112,1.84681,0.0001024,0.0001024,0.0001024
138,1378.37,1.23462,1.16857,1.63813,0.7265,0.731,0.78458,0.47355,1.51528,1.02924,1.89953,9.58e-05,9.58e-05,9.58e-05
139,1388.15,1.23518,1.15515,1.62888,0.76273,0.71989,0.79734,0.47035,1.54185,1.03848,1.89949,8.92e-05,8.92e-05,8.92e-05
140,1398.12,1.22303,1.15992,1.62159,0.73028,0.72412,0.79008,0.46169,1.57299,1.03368,1.9332,8.26e-05,8.26e-05,8.26e-05
141,1426.54,1.24452,1.12321,1.64683,0.85164,0.75116,0.81301,0.47966,1.50504,1.079,1.87516,7.6e-05,7.6e-05,7.6e-05
142,1437,1.20573,1.04497,1.618,0.83075,0.75481,0.81345,0.48974,1.43571,1.07022,1.79921,6.94e-05,6.94e-05,6.94e-05
143,1446.48,1.20074,1.04156,1.60381,0.78785,0.733,0.8232,0.4967,1.49913,1.06147,1.85417,6.28e-05,6.28e-05,6.28e-05
144,1455.44,1.18062,1.02648,1.59476,0.80586,0.73261,0.81144,0.49184,1.45856,1.03765,1.81702,5.62e-05,5.62e-05,5.62e-05
145,1464.48,1.18968,1.03435,1.60155,0.8314,0.73179,0.80889,0.4949,1.47818,1.04204,1.83567,4.96e-05,4.96e-05,4.96e-05
146,1473.35,1.17345,1.01196,1.59279,0.83398,0.71523,0.82021,0.49526,1.52311,1.04124,1.86828,4.3e-05,4.3e-05,4.3e-05
147,1482.48,1.18703,1.02422,1.60618,0.83208,0.70021,0.80911,0.49835,1.47427,1.05774,1.81497,3.64e-05,3.64e-05,3.64e-05
148,1491.41,1.16889,1.01355,1.58816,0.85243,0.70175,0.81169,0.49508,1.4783,1.04952,1.82226,2.98e-05,2.98e-05,2.98e-05
149,1500.22,1.16332,1.00846,1.58508,0.79557,0.7059,0.81106,0.48911,1.49955,1.04323,1.83946,2.32e-05,2.32e-05,2.32e-05
150,1509.01,1.17182,1.00021,1.58488,0.70513,0.74351,0.81159,0.49147,1.49206,1.04577,1.83889,1.66e-05,1.66e-05,1.66e-05
