epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,711.679,1.22214,1.09792,1.38655,0.65436,0.78401,0.75807,0.43984,1.48895,1.08552,1.61835,0.0004786,0.0004786,0.0004786
81,720.186,1.19583,1.08329,1.3843,0.66163,0.72526,0.72695,0.43147,1.42186,1.07586,1.55054,0.000472,0.000472,0.000472
82,728.611,1.21837,1.06725,1.39158,0.57353,0.79416,0.72208,0.44968,1.41397,1.05813,1.55299,0.0004654,0.0004654,0.0004654
83,737.059,1.18279,1.04561,1.37434,0.59823,0.791,0.75189,0.45537,1.43121,1.00276,1.56181,0.0004588,0.0004588,0.0004588
84,745.535,1.19416,1.06005,1.37945,0.60842,0.85715,0.72394,0.43091,1.52036,1.08164,1.61461,0.0004522,0.0004522,0.0004522
85,754.103,1.17862,1.03569,1.36525,0.61488,0.79234,0.73436,0.47464,1.45931,0.99788,1.61508,0.0004456,0.0004456,0.0004456
86,762.469,1.20087,1.03675,1.3695,0.68659,0.79826,0.79828,0.453,1.48262,1.08344,1.55554,0.000439,0.000439,0.000439
87,770.742,1.19447,1.04726,1.37295,0.72947,0.81045,0.80603,0.45189,1.50521,1.11278,1.64316,0.0004324,0.0004324,0.0004324
88,779.477,1.17649,1.02757,1.36471,0.77871,0.75401,0.78662,0.46651,1.5015,1.03857,1.60755,0.0004258,0.0004258,0.0004258
89,788.014,1.19437,1.04417,1.3806,0.62381,0.82264,0.7399,0.43518,1.46588,1.03943,1.6223,0.0004192,0.0004192,0.0004192
90,796.637,1.16561,1.02894,1.35737,0.76052,0.73004,0.77987,0.45188,1.55039,1.04226,1.65645,0.0004126,0.0004126,0.0004126
91,805.626,1.16996,1.03293,1.36731,0.64557,0.78545,0.75536,0.43512,1.47306,1.07425,1.62694,0.000406,0.000406,0.000406
92,814.246,1.16404,1.02761,1.35575,0.66406,0.76722,0.78443,0.43592,1.5435,1.03218,1.67016,0.0003994,0.0003994,0.0003994
93,822.671,1.16023,1.00717,1.34669,0.69962,0.75713,0.77085,0.44188,1.48317,1.03594,1.6153,0.0003928,0.0003928,0.0003928
94,831.255,1.16837,1.01478,1.37215,0.65581,0.69421,0.75157,0.46241,1.43985,1.01537,1.53326,0.0003862,0.0003862,0.0003862
95,839.753,1.15967,0.988,1.3498,0.61945,0.80814,0.74256,0.42892,1.54722,1.02795,1.66825,0.0003796,0.0003796,0.0003796
96,848.244,1.15709,0.99702,1.35095,0.71516,0.75137,0.72961,0.43218,1.49752,1.04225,1.63853,0.000373,0.000373,0.000373
97,856.887,1.16296,1.01956,1.35598,0.60751,0.76581,0.72596,0.45159,1.43915,1.05794,1.5565,0.0003664,0.0003664,0.0003664
