epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,2244.5,1.3153,1.29323,1.67628,0.68035,0.73497,0.7685,0.45522,1.48,1.1573,1.81674,0.0003532,0.0003532,0.0003532
100,2267.28,1.32323,1.30295,1.68256,0.72733,0.77028,0.78748,0.44235,1.49336,1.17398,1.80193,0.0003466,0.0003466,0.0003466
101,2290.19,1.31383,1.28563,1.68115,0.61178,0.77076,0.74716,0.44986,1.41414,1.15181,1.77393,0.00034,0.00034,0.00034
102,2313.13,1.31142,1.2817,1.67888,0.68516,0.74171,0.79427,0.46519,1.48184,1.0757,1.80395,0.0003334,0.0003334,0.0003334
103,2335.96,1.31021,1.28106,1.67571,0.66674,0.72943,0.78059,0.47308,1.50249,1.09309,1.8396,0.0003268,0.0003268,0.0003268
104,2358.98,1.30714,1.28497,1.66944,0.6807,0.73121,0.76739,0.45062,1.4667,1.09421,1.75509,0.0003202,0.0003202,0.0003202
105,2381.84,1.30974,1.27982,1.68019,0.83339,0.64461,0.7587,0.45941,1.44894,1.13203,1.76751,0.0003136,0.0003136,0.0003136
106,2404.63,1.3049,1.2904,1.67392,0.62024,0.73634,0.76578,0.46714,1.4338,1.10261,1.75916,0.000307,0.000307,0.000307
107,2427.35,1.29515,1.2616,1.65951,0.73746,0.72709,0.75306,0.45368,1.46522,1.13002,1.77624,0.0003004,0.0003004,0.0003004
108,2449.95,1.30916,1.26512,1.6732,0.72343,0.7402,0.77959,0.45649,1.49577,1.09522,1.80471,0.0002938,0.0002938,0.0002938
109,2472.45,1.29801,1.25896,1.66749,0.66203,0.75077,0.77989,0.45857,1.46184,1.08557,1.77077,0.0002872,0.0002872,0.0002872
110,2495.18,1.28389,1.25139,1.66473,0.69411,0.76441,0.79077,0.47285,1.46921,1.0683,1.79315,0.0002806,0.0002806,0.0002806
111,2518.04,1.28509,1.24051,1.64524,0.73317,0.72418,0.77535,0.44798,1.48829,1.16489,1.82962,0.000274,0.000274,0.000274
112,2540.69,1.29185,1.2464,1.65746,0.68339,0.74701,0.78207,0.45394,1.51805,1.14756,1.82712,0.0002674,0.0002674,0.0002674
113,2563.54,1.29149,1.24566,1.6611,0.76318,0.72543,0.82145,0.48646,1.4077,1.09236,1.74073,0.0002608,0.0002608,0.0002608
114,2586.22,1.28177,1.24928,1.65049,0.66824,0.82711,0.77688,0.45947,1.44386,1.07504,1.75078,0.0002542,0.0002542,0.0002542
115,2608.75,1.28182,1.24066,1.65863,0.69716,0.76044,0.77916,0.44666,1.49604,1.1007,1.80883,0.0002476,0.0002476,0.0002476
116,2631.6,1.26465,1.24526,1.63643,0.58317,0.78878,0.76797,0.44723,1.47654,1.11623,1.78372,0.000241,0.000241,0.000241
117,2654.35,1.26963,1.21566,1.64784,0.6546,0.79416,0.80336,0.47448,1.47468,1.10977,1.7929,0.0002344,0.0002344,0.0002344
118,2676.79,1.26811,1.20708,1.64138,0.78845,0.69696,0.78244,0.45281,1.54717,1.06509,1.86555,0.0002278,0.0002278,0.0002278
119,2699.4,1.2669,1.20817,1.64064,0.74199,0.69966,0.76433,0.44105,1.54472,1.0697,1.87936,0.0002212,0.0002212,0.0002212
120,2721.81,1.25899,1.22432,1.63188,0.68342,0.69691,0.75629,0.45312,1.51232,1.12381,1.85197,0.0002146,0.0002146,0.0002146
121,2744.39,1.26917,1.20539,1.64257,0.62615,0.815,0.76005,0.44503,1.50013,1.09157,1.80475,0.000208,0.000208,0.000208
122,2767.01,1.27018,1.21954,1.65119,0.62237,0.70334,0.73482,0.45725,1.45055,1.07288,1.76044,0.0002014,0.0002014,0.0002014
123,2789.36,1.26801,1.22718,1.64543,0.64931,0.74417,0.77001,0.47643,1.44895,1.09044,1.7857,0.0001948,0.0001948,0.0001948
124,2811.78,1.27305,1.227,1.65471,0.61356,0.79638,0.78109,0.4542,1.4548,1.06981,1.77167,0.0001882,0.0001882,0.0001882
125,2834.21,1.26469,1.21413,1.64354,0.65609,0.77011,0.78099,0.44597,1.48481,1.09098,1.78551,0.0001816,0.0001816,0.0001816
126,2856.76,1.25201,1.20097,1.63045,0.58716,0.815,0.78286,0.4609,1.49098,1.10118,1.81121,0.000175,0.000175,0.000175
127,2879.36,1.24952,1.19624,1.62178,0.59808,0.80509,0.75693,0.45014,1.45878,1.08476,1.76867,0.0001684,0.0001684,0.0001684
128,2902.01,1.24494,1.20712,1.62971,0.65458,0.73514,0.76609,0.44496,1.45795,1.09568,1.79753,0.0001618,0.0001618,0.0001618
129,2924.44,1.25279,1.19156,1.61798,0.63214,0.78381,0.79163,0.48041,1.49756,1.04114,1.83534,0.0001552,0.0001552,0.0001552
130,2946.95,1.24213,1.18758,1.61867,0.91601,0.66393,0.76056,0.46854,1.5002,1.04294,1.83634,0.0001486,0.0001486,0.0001486
131,2969.68,1.25005,1.18691,1.62096,0.65577,0.80513,0.77802,0.4667,1.47127,1.04615,1.79605,0.000142,0.000142,0.000142
132,2992.74,1.25018,1.19535,1.63214,0.64564,0.81751,0.77518,0.45701,1.47873,1.06499,1.81294,0.0001354,0.0001354,0.0001354
133,3015.38,1.23924,1.19091,1.62048,0.63705,0.79627,0.76882,0.46695,1.44047,1.05395,1.77532,0.0001288,0.0001288,0.0001288
134,3037.78,1.25216,1.183,1.63039,0.7214,0.71756,0.77785,0.45642,1.49677,1.02143,1.8087,0.0001222,0.0001222,0.0001222
135,3060.37,1.23495,1.17502,1.61659,0.67342,0.80397,0.76576,0.46529,1.45937,1.06028,1.79936,0.0001156,0.0001156,0.0001156
136,3082.97,1.23939,1.19429,1.61601,0.57591,0.80397,0.76537,0.45929,1.45797,1.06749,1.77121,0.000109,0.000109,0.000109
137,3105.45,1.23209,1.17401,1.61478,0.63233,0.815,0.76942,0.46063,1.48689,1.02811,1.80958,0.0001024,0.0001024,0.0001024
138,3127.89,1.23621,1.16795,1.61828,0.71217,0.71405,0.76165,0.44437,1.48525,1.06168,1.80607,9.58e-05,9.58e-05,9.58e-05
139,3150.27,1.23068,1.15741,1.61277,0.6532,0.78125,0.77763,0.46639,1.47766,1.03264,1.80009,8.92e-05,8.92e-05,8.92e-05
140,3172.86,1.23937,1.16459,1.61969,0.62284,0.81563,0.76273,0.46176,1.47138,1.06589,1.81122,8.26e-05,8.26e-05,8.26e-05
141,3193.46,1.24615,1.1313,1.6243,0.6765,0.78328,0.73655,0.44399,1.47251,1.1014,1.8112,7.6e-05,7.6e-05,7.6e-05
142,3214.01,1.20729,1.058,1.60463,0.66306,0.73166,0.74287,0.45602,1.46437,1.12387,1.83469,6.94e-05,6.94e-05,6.94e-05
143,3234.57,1.19529,1.04128,1.59149,0.71968,0.73166,0.74777,0.44751,1.47884,1.09577,1.83116,6.28e-05,6.28e-05,6.28e-05
144,3255.16,1.19544,1.03154,1.58998,0.68709,0.76716,0.74437,0.46292,1.47692,1.0904,1.83778,5.62e-05,5.62e-05,5.62e-05
145,3275.93,1.19007,1.02457,1.58731,0.68109,0.77333,0.74778,0.45874,1.46174,1.0895,1.80675,4.96e-05,4.96e-05,4.96e-05
146,3296.47,1.17359,1.02596,1.57783,0.68683,0.72154,0.74881,0.45606,1.48571,1.07968,1.83788,4.3e-05,4.3e-05,4.3e-05
147,3317.05,1.18351,1.01736,1.58194,0.61879,0.79402,0.75855,0.45817,1.48086,1.08689,1.82828,3.64e-05,3.64e-05,3.64e-05
148,3337.56,1.174,1.01044,1.582,0.6309,0.815,0.74097,0.46204,1.47978,1.07546,1.83449,2.98e-05,2.98e-05,2.98e-05
149,3358.1,1.17825,1.02429,1.58199,0.69001,0.76674,0.75234,0.45915,1.50122,1.06907,1.85213,2.32e-05,2.32e-05,2.32e-05
150,3378.98,1.17104,1.00673,1.5708,0.68766,0.71651,0.76154,0.46133,1.47964,1.08679,1.83456,1.66e-05,1.66e-05,1.66e-05
